indexID,exchangeCD,tradeDate,preCloseIndex,openIndex,lowestIndex,highestIndex,closeIndex,turnoverVol,turnoverValue,CHG,CHGPct
000001.ZICN,XSHG,1/23/95,571.24,564.86,553.11,565.04,553.44,37217700,198999645,-17.8,-0.03116
000001.ZICN,XSHG,1/24/95,553.44,552.78,547.38,559.34,547.57,39115000,248520984,-5.87,-0.010606
000001.ZICN,XSHG,1/25/95,547.57,550.27,550.27,558.58,555.77,37848000,241254095,8.2,0.014975
000001.ZICN,XSHG,1/26/95,555.77,553.91,551.14,555.26,553.11,32339100,182835350,-2.66,-0.004786
000001.ZICN,XSHG,1/27/95,553.11,552.95,552.93,564.61,562.59,55862700,229763769,9.48,0.017139
000001.ZICN,XSHG,2/6/95,562.59,559.78,532.91,559.84,533.72,30000000,169662335,-28.87,-0.051316
000001.ZICN,XSHG,2/7/95,533.72,532.11,524.43,536.63,532.49,27000000,130252915,-1.23,-0.002305
000001.ZICN,XSHG,2/8/95,532.49,533.09,531.22,537.55,533.75,27000000,114005658,1.26,0.002366
000001.ZICN,XSHG,2/9/95,533.75,533.79,533.14,553.36,553.36,59000000,250480339,19.61,0.03674
000001.ZICN,XSHG,2/10/95,553.36,548.77,540.63,558.95,541.38,63000000,323813941,-11.98,-0.02165
000001.ZICN,XSHG,2/13/95,541.38,537.95,537.05,550.25,548.84,43559200,197023634,7.46,0.01378
000001.ZICN,XSHG,2/14/95,548.84,549.76,542.18,552.85,548.11,33478100,150595187,-0.73,-0.00133
000001.ZICN,XSHG,2/15/95,548.11,547.83,542.5,548.59,542.84,23211600,113982871,-5.27,-0.009615
000001.ZICN,XSHG,2/16/95,542.84,542.26,537.21,542.82,538.37,32218100,136403093,-4.47,-0.008234
000001.ZICN,XSHG,2/17/95,538.37,537.87,532.67,537.91,533.76,38568700,198382092,-4.61,-0.008563
000001.ZICN,XSHG,2/20/95,533.76,534.57,534.51,540.86,534.96,25310500,126293822,1.2,0.002248
000001.ZICN,XSHG,2/21/95,534.96,536.07,535.97,541.14,541.14,26340100,117103815,6.18,0.011552
000001.ZICN,XSHG,2/22/95,541.14,541.21,541.21,594.81,594.64,144003300,965163923,53.5,0.098865
000001.ZICN,XSHG,2/23/95,594.64,583.43,573.4,608.58,589.12,192289200,1336615281,-5.52,-0.009283
000001.ZICN,XSHG,2/24/95,589.12,591.91,555.2,594.92,558.43,124565300,879248015,-30.69,-0.052095
000001.ZICN,XSHG,2/27/95,558.43,584.02,559.04,591.43,561.27,99764500,740045938,2.84,0.005086
000001.ZICN,XSHG,2/28/95,561.27,558.42,544.06,558.42,549.26,49528500,339832284,-12.01,-0.021398
000001.ZICN,XSHG,3/1/95,549.26,548.91,545.72,559.48,556.96,40751600,298096939,7.7,0.014019
000001.ZICN,XSHG,3/2/95,556.96,557.5,553.52,564.64,560.85,46652700,364958034,3.89,0.006984
000001.ZICN,XSHG,3/3/95,560.85,562.3,562.3,580.39,577.22,106918400,881804371,16.37,0.029188
000001.ZICN,XSHG,3/6/95,577.22,585.24,582.55,616.76,616.3,203140700,1582629806,39.08,0.067704
000001.ZICN,XSHG,3/7/95,616.3,614.73,597.2,635.24,632.96,321071000,2513778961,16.66,0.027032
000001.ZICN,XSHG,3/8/95,632.96,632.95,616.77,639.01,620.8,305092400,2153387441,-12.16,-0.019211
000001.ZICN,XSHG,3/9/95,620.8,617.22,604.79,624.25,605.59,162393900,1329628203,-15.21,-0.024501
000001.ZICN,XSHG,3/10/95,605.59,600.45,583.72,600.51,586.29,125051700,928328297,-19.3,-0.03187
000001.ZICN,XSHG,3/13/95,586.29,596.65,583.38,597.18,586.23,71822100,559204935,-0.06,-0.000102
000001.ZICN,XSHG,3/14/95,586.23,588.18,586.19,599.9,588.24,71949500,589109192,2.01,0.003429
000001.ZICN,XSHG,3/15/95,588.24,588.78,568.6,591.49,572.6,66866300,495072031,-15.64,-0.026588
000001.ZICN,XSHG,3/16/95,572.6,570.51,569.17,579.88,579.88,48940300,359636769,7.28,0.012714
000001.ZICN,XSHG,3/17/95,579.88,579.62,577.91,593.97,593.52,79819600,624726622,13.64,0.023522
000001.ZICN,XSHG,3/20/95,593.52,597.85,585.15,604.96,585.45,108432300,895130922,-8.07,-0.013597
000001.ZICN,XSHG,3/21/95,585.45,581.8,581.33,593.16,591.95,60310200,406662154,6.5,0.011103
000001.ZICN,XSHG,3/22/95,591.95,595.32,594.41,613.76,613.7,134616500,1026332448,21.75,0.036743
000001.ZICN,XSHG,3/23/95,613.7,617.54,609.16,620.34,611.13,190779600,1375902807,-2.57,-0.004188
000001.ZICN,XSHG,3/24/95,611.13,609.9,600.56,613.59,611.77,97954500,735834162,0.64,0.001047
000001.ZICN,XSHG,3/27/95,611.77,618.47,618.47,631.7,629.36,171900100,1494080321,17.59,0.028753
000001.ZICN,XSHG,3/28/95,629.36,625.57,624.39,631.83,626.55,124665600,1025805301,-2.81,-0.004465
000001.ZICN,XSHG,3/29/95,626.55,624.84,615.44,637.35,637.15,103042500,851693487,10.6,0.016918
000001.ZICN,XSHG,3/30/95,637.15,641.36,630.05,645.32,630.93,168492900,1648678701,-6.22,-0.009762
000001.ZICN,XSHG,3/31/95,630.93,629.93,627.23,648.04,646.92,126596300,1200773770,15.99,0.025344
000001.ZICN,XSHG,4/3/95,646.92,651.04,647.43,660.61,656.88,211416000,1923283602,9.96,0.015396
000001.ZICN,XSHG,4/4/95,656.88,652.43,650.82,660.79,660.16,152095300,1327597570,3.28,0.004993
000001.ZICN,XSHG,4/5/95,660.16,658.44,649.3,664.95,649.7,140374100,1392631838,-10.46,-0.015845
000001.ZICN,XSHG,4/6/95,649.7,645.14,641.83,659.09,659.06,186029200,1216249173,9.36,0.014407
000001.ZICN,XSHG,4/7/95,659.06,663.45,662.74,677.66,673.72,344107800,2200458759,14.66,0.022244
000001.ZICN,XSHG,4/10/95,673.72,678.74,665.11,681.15,667.39,264618100,1445067311,-6.33,-0.009396
000001.ZICN,XSHG,4/11/95,667.39,661.01,640.35,665.04,641.08,354151500,1849245471,-26.31,-0.039422
000001.ZICN,XSHG,4/12/95,641.08,633.82,632.77,649.21,644.74,161981200,1013378361,3.66,0.005709
000001.ZICN,XSHG,4/13/95,644.74,647.21,632.41,651.02,632.76,143620300,1061729593,-11.98,-0.018581
000001.ZICN,XSHG,4/14/95,632.76,630.72,627.04,640.56,640.04,102212500,715864736,7.28,0.011505
000001.ZICN,XSHG,4/17/95,640.04,640.17,628.44,642.82,631.26,68672900,518489863,-8.78,-0.013718
000001.ZICN,XSHG,4/18/95,631.26,629.87,625.13,634.15,625.52,57637400,429679017,-5.74,-0.009093
000001.ZICN,XSHG,4/19/95,625.52,625.24,625.11,631.59,631.51,70813000,550694152,5.99,0.009576
000001.ZICN,XSHG,4/20/95,631.51,634.04,634.04,645.35,645.2,109239900,803734321,13.69,0.021678
000001.ZICN,XSHG,4/21/95,645.2,646.9,635.73,649.22,635.99,134057300,801441684,-9.21,-0.014275
000001.ZICN,XSHG,4/24/95,635.99,627.39,618.13,630.26,619.73,97712300,697946198,-16.26,-0.025566
000001.ZICN,XSHG,4/25/95,619.73,617.01,615.35,621.55,619.84,61098500,429311915,0.11,0.000177
000001.ZICN,XSHG,4/26/95,619.84,621.12,601.81,622.94,601.83,94140900,615114137,-18.01,-0.029056
000001.ZICN,XSHG,4/27/95,601.83,579.64,547.21,598.62,573.31,190599600,1236587164,-28.52,-0.047389
000001.ZICN,XSHG,4/28/95,573.31,577.43,572.32,582.02,579.93,93814400,582196883,6.62,0.011547
000001.ZICN,XSHG,5/2/95,579.93,576.69,574.9,580.28,579.04,80734300,332845253,-0.89,-0.001535
000001.ZICN,XSHG,5/3/95,579.04,580.79,580.13,586.25,580.38,48247200,317230952,1.34,0.002314
000001.ZICN,XSHG,5/4/95,580.38,579.51,567.93,580.46,571.2,48050600,287306561,-9.18,-0.015817
000001.ZICN,XSHG,5/5/95,571.2,569.53,569.53,577.45,574.17,41884500,250452789,2.97,0.0052
000001.ZICN,XSHG,5/8/95,574.17,573.12,568.7,575.1,571.51,30023900,191498628,-2.66,-0.004633
000001.ZICN,XSHG,5/9/95,571.51,572.1,572.1,579.57,578.5,36364800,243264083,6.99,0.012231
000001.ZICN,XSHG,5/10/95,578.5,577.76,564.86,580.75,565.14,54807700,331914301,-13.36,-0.023094
000001.ZICN,XSHG,5/11/95,565.14,568.75,566.42,572.34,568.06,34902400,192221251,2.92,0.005167
000001.ZICN,XSHG,5/12/95,568.06,569.35,567.89,593.5,584.84,10644500,775368489,16.78,0.029539
000001.ZICN,XSHG,5/15/95,584.84,583.19,578.6,583.4,582.04,41069500,304101691,-2.8,-0.004788
000001.ZICN,XSHG,5/16/95,582.04,583.17,578.18,584.41,578.85,33258300,223284576,-3.19,-0.005481
000001.ZICN,XSHG,5/17/95,578.85,578.84,577.14,582.96,582.89,24231100,151195094,4.04,0.006979
000001.ZICN,XSHG,5/18/95,582.89,741.81,682.01,770.82,763.51,1007610100,8360267747,180.62,0.30987
000001.ZICN,XSHG,5/19/95,763.51,768.82,761.38,855.81,855.81,1085526700,9800152561,92.3,0.120889
000001.ZICN,XSHG,5/22/95,855.81,919.75,870.79,926.41,897.42,1207091700,11430288351,41.61,0.048621
000001.ZICN,XSHG,5/23/95,897.42,791.74,749.83,833.69,750.3,840916100,7530103699,-147.12,-0.163937
000001.ZICN,XSHG,5/24/95,750.3,761.16,720.97,770.14,741.93,415347300,3381597324,-8.37,-0.011156
000001.ZICN,XSHG,5/25/95,741.93,747.06,696.44,748.23,696.85,315144800,2525230173,-45.08,-0.06076
000001.ZICN,XSHG,5/26/95,696.85,681.37,672.37,781.34,727.62,390133900,3135775538,30.77,0.044156
000001.ZICN,XSHG,5/29/95,727.62,719.64,698.77,724.01,710.59,150588500,1141234630,-17.03,-0.023405
000001.ZICN,XSHG,5/30/95,710.59,712.26,704.4,725.8,711,126918200,986274237,0.41,0.000577
000001.ZICN,XSHG,5/31/95,711,701.22,690.71,706.48,700.51,109235600,815670289,-10.49,-0.014754
000001.ZICN,XSHG,6/1/95,700.51,703.72,702.08,708.67,708.67,90697400,638450850,8.16,0.011649
000001.ZICN,XSHG,6/2/95,708.67,710.82,710.5,722.3,716.82,145328900,1132082078,8.15,0.0115
000001.ZICN,XSHG,6/5/95,716.82,718.14,691.01,718.41,691.64,118700200,902548661,-25.18,-0.035127
000001.ZICN,XSHG,6/6/95,691.64,678.3,675.65,690.65,689.13,93259700,683004737,-2.51,-0.003629
000001.ZICN,XSHG,6/7/95,689.13,688.86,686.88,716.54,716.45,117363700,803307846,27.32,0.039644
000001.ZICN,XSHG,6/8/95,716.45,711.18,693.34,722.17,695.93,214323000,1484944101,-20.52,-0.028641
000001.ZICN,XSHG,6/9/95,695.93,695.7,695.62,709.02,702.62,133747500,764647864,6.69,0.009613
000001.ZICN,XSHG,6/12/95,702.62,696.65,690.4,702.17,698.72,194417300,811293843,-3.9,-0.005551
000001.ZICN,XSHG,6/13/95,698.72,697.89,696.83,702.97,698.95,118839600,532803016,0.23,0.000329
000001.ZICN,XSHG,6/14/95,698.95,699.32,684.85,701.85,689.22,110360700,630675535,-9.73,-0.013921
000001.ZICN,XSHG,6/15/95,689.22,685.45,640.37,685.46,646.85,231709100,1566258874,-42.37,-0.061475
000001.ZICN,XSHG,6/16/95,646.85,638.3,636.13,655.34,646.54,98291200,623259991,-0.31,-0.000479
000001.ZICN,XSHG,6/19/95,646.54,637.58,634.81,641.69,638.96,71411400,458528979,-7.58,-0.011724
000001.ZICN,XSHG,6/20/95,638.96,641.41,639.49,647.37,640.66,77950000,425159557,1.7,0.002661
000001.ZICN,XSHG,6/21/95,640.66,640.88,639.88,651.81,651.81,85903500,453693355,11.15,0.017404
000001.ZICN,XSHG,6/22/95,651.81,650.85,642.6,653.92,644.47,106360700,526356540,-7.34,-0.011261
000001.ZICN,XSHG,6/23/95,644.47,643.68,643.68,650.82,650.14,85588600,483110554,5.67,0.008798
000001.ZICN,XSHG,6/26/95,650.14,650.92,647.81,654.78,653.4,82060600,421485553,3.26,0.005014
000001.ZICN,XSHG,6/27/95,653.4,655.96,648.84,659.78,649.93,138607800,694614711,-3.47,-0.005311
000001.ZICN,XSHG,6/28/95,649.93,649.28,643.52,649.48,647.64,79209400,410557221,-2.29,-0.003523
000001.ZICN,XSHG,6/29/95,647.64,647.82,641.57,650.82,643.92,79952400,441036805,-3.72,-0.005744
000001.ZICN,XSHG,6/30/95,643.92,641.6,625.7,641.6,630.58,191774000,941260111,-13.34,-0.020717
000001.ZICN,XSHG,7/3/95,630.58,623.14,612.92,623.19,613.18,126025600,662638249,-17.4,-0.027594
000001.ZICN,XSHG,7/4/95,613.18,612.24,610.33,620.62,620.62,90839900,498045279,7.44,0.012133
000001.ZICN,XSHG,7/5/95,620.62,624.02,623.98,637.4,636.03,115741400,694169346,15.41,0.02483
000001.ZICN,XSHG,7/6/95,636.03,638.03,631.24,650.71,637.77,204092200,1260677192,1.74,0.002736
000001.ZICN,XSHG,7/7/95,637.77,637.48,636.84,666.85,666.78,306610800,1775215413,29.01,0.045487
000001.ZICN,XSHG,7/10/95,666.78,669.06,660.05,669.06,666.24,340945900,1866168553,-0.54,-0.00081
000001.ZICN,XSHG,7/11/95,666.24,669.77,648.62,669.77,649.19,224597600,1212893762,-17.05,-0.025591
000001.ZICN,XSHG,7/12/95,649.19,645.85,645.83,652.84,648.91,113428900,626467873,-0.28,-0.000431
000001.ZICN,XSHG,7/13/95,648.91,649.53,649.43,656.15,656.15,158822800,709516636,7.24,0.011157
000001.ZICN,XSHG,7/14/95,656.15,658.92,652.36,662.55,652.8,176640200,778866154,-3.35,-0.005106
000001.ZICN,XSHG,7/17/95,652.8,651.95,651.67,700.77,695.45,461882900,2557495191,42.65,0.065334
000001.ZICN,XSHG,7/18/95,695.45,693.97,685.91,715.47,715.47,669229000,2819697477,20.02,0.028787
000001.ZICN,XSHG,7/19/95,715.47,717.47,688.93,723.68,690.98,669834500,2984918594,-24.49,-0.034229
000001.ZICN,XSHG,7/20/95,690.98,686.56,681.37,696.93,690.3,276321500,1289796573,-0.68,-0.000984
000001.ZICN,XSHG,7/21/95,690.3,694.1,686.64,699.19,693.56,287602900,1330356211,3.26,0.004723
000001.ZICN,XSHG,7/24/95,693.56,699.84,699.84,716.22,709.92,858844800,3497952041,16.36,0.023588
000001.ZICN,XSHG,7/25/95,709.92,709.72,699.6,712.28,703.58,467742500,1850362853,-6.34,-0.008931
000001.ZICN,XSHG,7/26/95,703.58,703.29,690.36,713.04,691.12,370540100,1745170275,-12.46,-0.017709
000001.ZICN,XSHG,7/27/95,691.12,686.9,686.76,697.72,697.72,224699300,984079899,6.6,0.00955
000001.ZICN,XSHG,7/28/95,697.72,699.85,692.88,702.97,695.42,323092500,1612267758,-2.3,-0.003296
000001.ZICN,XSHG,7/31/95,695.42,699.61,692.48,702.44,695.55,232412500,1166742238,0.13,0.000187
000001.ZICN,XSHG,8/1/95,695.55,697.22,688.65,718.24,715.4,319420100,1754646420,19.85,0.028539
000001.ZICN,XSHG,8/2/95,715.4,721.15,699.45,733.86,699.99,454482800,2874145566,-15.41,-0.02154
000001.ZICN,XSHG,8/3/95,699.99,699.41,698.59,706.65,703.44,181712300,1000375809,3.45,0.004929
000001.ZICN,XSHG,8/4/95,703.44,707.19,706.55,712.54,709.88,257034100,1159268672,6.44,0.009155
000001.ZICN,XSHG,8/7/95,709.88,708.27,707.37,718.54,718.08,268904300,1158315245,8.2,0.011551
000001.ZICN,XSHG,8/8/95,718.08,724.79,709.24,728.51,712.53,356622600,1453946665,-5.55,-0.007729
000001.ZICN,XSHG,8/9/95,712.53,711.8,704.87,717.55,717.46,362322000,1636068922,4.93,0.006919
000001.ZICN,XSHG,8/10/95,717.46,718.75,714.62,741.32,735.15,855836600,3961152288,17.69,0.024656
000001.ZICN,XSHG,8/11/95,735.15,736.64,734.52,749.53,744.99,905935700,4341419681,9.84,0.013385
000001.ZICN,XSHG,8/14/95,744.99,759.12,752.98,788.16,776.13,1183522500,6488543555,31.14,0.041799
000001.ZICN,XSHG,8/15/95,776.13,773.74,749.54,773.74,751.48,727862700,4359384800,-24.65,-0.03176
000001.ZICN,XSHG,8/16/95,751.48,752.41,752.39,767.71,767.66,780019000,4546992218,16.18,0.021531
000001.ZICN,XSHG,8/17/95,767.66,775.8,763.25,783.22,769.45,696710800,4258415318,1.79,0.002332
000001.ZICN,XSHG,8/18/95,769.45,772.57,753.28,773.23,757.43,495351800,3011030369,-12.02,-0.015622
000001.ZICN,XSHG,8/21/95,757.43,752.06,735.12,755.44,739.06,411319900,2243600053,-18.37,-0.024253
000001.ZICN,XSHG,8/22/95,739.06,738.94,734.41,742.92,739.86,243088700,1382577135,0.8,0.001082
000001.ZICN,XSHG,8/23/95,739.86,741.72,724.69,744.43,729.89,251578600,1414914825,-9.97,-0.013476
000001.ZICN,XSHG,8/24/95,729.89,728.76,718.05,735.42,733.85,259630700,1229308386,3.96,0.005425
000001.ZICN,XSHG,8/25/95,733.85,733.19,723.9,734.51,727.58,220727700,1098327191,-6.27,-0.008544
000001.ZICN,XSHG,8/28/95,727.58,724.1,722.53,728.68,725.62,147884900,716252510,-1.96,-0.002694
000001.ZICN,XSHG,8/29/95,725.62,728.11,719.87,741.65,722.08,256824000,1128323702,-3.54,-0.004879
000001.ZICN,XSHG,8/30/95,722.08,721.75,714.04,725.87,715.73,179381700,782494550,-6.35,-0.008794
000001.ZICN,XSHG,8/31/95,715.73,715.56,711.11,723.87,723.87,188234200,910793919,8.14,0.011373
000001.ZICN,XSHG,9/1/95,723.87,726.05,720.99,728.85,728.84,203653300,1055225708,4.97,0.006866
000001.ZICN,XSHG,9/4/95,728.84,731.42,728.99,737.94,737.89,286588300,1714946429,9.05,0.012417
000001.ZICN,XSHG,9/5/95,737.89,743.21,736.22,751.58,739.53,269862400,1817253156,1.64,0.002223
000001.ZICN,XSHG,9/6/95,739.53,738.99,738.27,754.2,753.75,381750200,2199471522,14.22,0.019228
000001.ZICN,XSHG,9/7/95,753.75,758.29,753.01,766.03,753.84,619018000,3272557561,0.09,0.000119
000001.ZICN,XSHG,9/8/95,753.84,753.28,747.06,758.18,751.08,305147800,1786789677,-2.76,-0.003661
000001.ZICN,XSHG,9/11/95,751.08,756.68,755.62,775.45,775.45,421379400,2226744855,24.37,0.032447
000001.ZICN,XSHG,9/12/95,775.45,791.36,760.76,792.54,763.69,461111700,2563081137,-11.76,-0.015165
000001.ZICN,XSHG,9/13/95,763.69,764.91,755,767.12,763.18,342601500,1770296611,-0.51,-0.000668
000001.ZICN,XSHG,9/14/95,763.18,765.13,754.56,766.07,758.13,544840500,2068591864,-5.05,-0.006617
000001.ZICN,XSHG,9/15/95,758.13,756.65,749.89,757.89,755.93,269183300,1427072498,-2.2,-0.002902
000001.ZICN,XSHG,9/18/95,755.93,757.99,751.31,758.18,757.4,241800200,1208713637,1.47,0.001945
000001.ZICN,XSHG,9/19/95,757.4,761.17,735.21,762.18,736.74,315408300,1493266180,-20.66,-0.027278
000001.ZICN,XSHG,9/20/95,736.74,730.28,721,731.54,726.14,202767400,985311362,-10.6,-0.014388
000001.ZICN,XSHG,9/21/95,726.14,726.32,726.25,731.89,731.17,136701500,727556983,5.03,0.006927
000001.ZICN,XSHG,9/22/95,731.17,732.07,727.37,733.81,730.01,107483000,590275673,-1.16,-0.001586
000001.ZICN,XSHG,9/25/95,730.01,730.01,717.43,730.01,723.35,121079200,600947535,-6.66,-0.009123
000001.ZICN,XSHG,9/26/95,723.35,723.22,721.79,729.29,728.86,102287100,503872448,5.51,0.007617
000001.ZICN,XSHG,9/27/95,728.86,727.47,707.61,728.21,708.46,260865500,1380734014,-20.4,-0.027989
000001.ZICN,XSHG,9/28/95,708.46,705.02,699.1,711.19,711.19,206893700,1034910459,2.73,0.003853
000001.ZICN,XSHG,9/29/95,711.19,711.91,711.91,722.43,722.43,192206100,986697147,11.24,0.015804
000001.ZICN,XSHG,10/4/95,722.43,724.04,716.07,725.2,717.79,122204500,642140283,-4.64,-0.006423
000001.ZICN,XSHG,10/5/95,717.79,718,715.64,724.92,724.88,102040100,561003706,7.09,0.009878
000001.ZICN,XSHG,10/6/95,724.88,724.88,718.93,729.54,719.96,232343100,1243450145,-4.92,-0.006787
000001.ZICN,XSHG,10/9/95,719.96,717.99,704.41,717.99,706.29,234576000,1174993019,-13.67,-0.018987
000001.ZICN,XSHG,10/10/95,706.29,704.55,703.34,720.43,708.63,399519400,2674453223,2.34,0.003313
000001.ZICN,XSHG,10/11/95,708.63,705.56,700.69,710.89,710.89,413923000,2585202002,2.26,0.003189
000001.ZICN,XSHG,10/12/95,710.89,713.25,703.8,714.86,704.4,548718400,2927632647,-6.49,-0.009129
000001.ZICN,XSHG,10/13/95,704.4,702.49,693.86,711.53,702.98,392921000,2946325088,-1.42,-0.002016
000001.ZICN,XSHG,10/16/95,702.98,702.13,696.79,706.4,701.34,259195300,1648941142,-1.64,-0.002333
000001.ZICN,XSHG,10/17/95,701.34,700.86,698.48,705.6,702.4,188829900,1136566370,1.06,0.001511
000001.ZICN,XSHG,10/18/95,702.4,705.72,705.72,716.83,716.83,427305400,2326855316,14.43,0.020544
000001.ZICN,XSHG,10/19/95,716.83,719.76,700.83,720.75,702.79,452719700,2636130220,-14.04,-0.019586
000001.ZICN,XSHG,10/20/95,702.79,700.33,697.56,726.29,726.29,322121200,1894686756,23.5,0.033438
000001.ZICN,XSHG,10/23/95,726.29,729.76,718.44,729.97,723.09,387799400,2354826771,-3.2,-0.004406
000001.ZICN,XSHG,10/24/95,723.09,724.79,720.23,727.4,723.57,311609700,1828259432,0.48,0.000664
000001.ZICN,XSHG,10/25/95,723.57,765.21,740.74,765.48,760.41,804644100,4649840969,36.84,0.050914
000001.ZICN,XSHG,10/26/95,760.41,757.11,731.14,759.73,731.47,637761800,3024053031,-28.94,-0.038058
000001.ZICN,XSHG,10/27/95,731.47,730.96,721.47,735.06,722.37,357931900,1924779836,-9.1,-0.012441
000001.ZICN,XSHG,10/30/95,722.37,722.86,719.24,724.57,722.78,251325400,1273855140,0.41,0.000568
000001.ZICN,XSHG,10/31/95,722.78,723.43,715.4,726.49,717.32,273356700,1717710773,-5.46,-0.007554
000001.ZICN,XSHG,11/1/95,717.32,716.46,712.27,727.5,723.39,303568700,1645705669,6.07,0.008462
000001.ZICN,XSHG,11/2/95,723.39,723.96,719.14,728.35,721.7,205036500,1116481518,-1.69,-0.002336
000001.ZICN,XSHG,11/3/95,721.7,720.79,720.79,727.84,727.79,315530800,1162813632,6.09,0.008438
000001.ZICN,XSHG,11/6/95,727.79,729.04,728.99,736.15,736.15,247745500,1392961257,8.36,0.011487
000001.ZICN,XSHG,11/7/95,736.15,736.9,728.05,736.91,729.69,203449800,1196249605,-6.46,-0.008775
000001.ZICN,XSHG,11/8/95,729.69,725.33,708.58,725.33,711.61,255337500,1328897586,-18.08,-0.024778
000001.ZICN,XSHG,11/9/95,711.61,708.58,700.82,714.53,711.2,205113400,1253331760,-0.41,-0.000576
000001.ZICN,XSHG,11/10/95,711.2,710.75,708,712.19,708.76,132863600,788713645,-2.44,-0.003431
000001.ZICN,XSHG,11/13/95,708.76,705.89,686.43,705.92,688.7,168168100,898383102,-20.06,-0.028303
000001.ZICN,XSHG,11/14/95,688.7,687.06,684.47,691.25,688.87,129028100,690044897,0.17,0.000247
000001.ZICN,XSHG,11/15/95,688.87,688.5,680.68,692.2,692.2,170547400,1106688768,3.33,0.004834
000001.ZICN,XSHG,11/16/95,692.2,690.11,681.39,691.22,682.44,265830600,1044834594,-9.76,-0.0141
000001.ZICN,XSHG,11/17/95,682.44,680.08,675.37,682.23,676.19,123332200,765757074,-6.25,-0.009158
000001.ZICN,XSHG,11/20/95,676.19,671.8,668.63,677.11,674.74,82851300,525895577,-1.45,-0.002144
000001.ZICN,XSHG,11/21/95,674.74,675.18,675.18,678.88,678.42,117392800,476131195,3.68,0.005454
000001.ZICN,XSHG,11/22/95,678.42,678.64,662.86,679.34,663.32,91495500,555567901,-15.1,-0.022258
000001.ZICN,XSHG,11/23/95,663.32,662.61,657.64,664.86,658.37,101738700,605079953,-4.95,-0.007462
000001.ZICN,XSHG,11/24/95,658.37,656.96,654.09,662.05,659.37,76356300,465923534,1,0.001519
000001.ZICN,XSHG,11/27/95,659.37,658.08,644.56,658.32,645.03,85662000,489130181,-14.34,-0.021748
000001.ZICN,XSHG,11/28/95,645.03,643.73,638.31,652.57,652.57,95965500,536754066,7.54,0.011689
000001.ZICN,XSHG,11/29/95,652.57,652.1,640.55,652.1,641.59,73242800,408523090,-10.98,-0.016826
000001.ZICN,XSHG,11/30/95,641.59,639.51,632.03,652.62,641.14,92361600,518316003,-0.45,-0.000701
000001.ZICN,XSHG,12/1/95,641.14,631.55,624.93,639.49,633.81,92195100,461737037,-7.33,-0.011433
000001.ZICN,XSHG,12/4/95,633.81,632.72,632.24,635.73,634.92,41221800,215101223,1.11,0.001751
000001.ZICN,XSHG,12/5/95,634.92,636.43,635.59,638.76,637.22,46021200,224791362,2.3,0.003623
000001.ZICN,XSHG,12/6/95,637.22,637.3,627.85,637.32,628.43,64182100,402153353,-8.79,-0.013794
000001.ZICN,XSHG,12/7/95,628.43,628.63,627.06,632.37,631.84,50083200,299362103,3.41,0.005426
000001.ZICN,XSHG,12/8/95,631.84,631.95,631.84,643.36,636.78,145822100,887022201,4.94,0.007818
000001.ZICN,XSHG,12/11/95,636.78,636.82,618.08,639.29,619.26,113772900,717117646,-17.52,-0.027513
000001.ZICN,XSHG,12/12/95,619.26,616.35,605.09,633.93,629.45,147649300,928942146,10.19,0.016455
000001.ZICN,XSHG,12/13/95,629.45,629.84,613.19,631.02,613.8,143350600,947332365,-15.65,-0.024863
000001.ZICN,XSHG,12/14/95,613.8,613.07,611.49,617.86,614.75,76643700,482373464,0.95,0.001548
000001.ZICN,XSHG,12/15/95,614.75,612.6,601.02,612.61,603.89,99369600,542725813,-10.86,-0.017666
000001.ZICN,XSHG,12/18/95,603.89,600.65,591.51,600.65,592.14,80970000,439261230,-11.75,-0.019457
000001.ZICN,XSHG,12/19/95,592.14,592.72,590.9,596.35,592.06,63900300,358184467,-0.08,-0.000135
000001.ZICN,XSHG,12/20/95,592.06,593.51,593.51,601.1,601.04,66590100,346795719,8.98,0.015167
000001.ZICN,XSHG,12/21/95,601.04,601.91,597.23,606.69,597.43,95768000,500465368,-3.61,-0.006006
000001.ZICN,XSHG,12/22/95,597.43,596.26,591.37,599.71,594.24,69686700,353630511,-3.19,-0.00534
000001.ZICN,XSHG,12/25/95,594.24,590.76,579.26,590.76,580.03,70979200,370453381,-14.21,-0.023913
000001.ZICN,XSHG,12/26/95,580.03,578.79,571.43,580.38,572.22,54895200,280809765,-7.81,-0.013465
000001.ZICN,XSHG,12/27/95,572.22,571.68,562.33,573.87,570.4,80912300,391947074,-1.82,-0.003181
000001.ZICN,XSHG,12/28/95,570.4,568.77,555.66,569.19,556.82,80937200,406985700,-13.58,-0.023808
000001.ZICN,XSHG,12/29/95,556.82,555.74,552.84,561.61,555.29,82233700,394660810,-1.53,-0.002748
000001.ZICN,XSHG,1/2/96,555.29,550.26,537.38,550.26,537.87,48247800,223117088,-17.42,-0.031371
000001.ZICN,XSHG,1/3/96,537.87,535.23,530.79,542.74,542.42,55619200,252573801,4.55,0.008459
000001.ZICN,XSHG,1/4/96,542.42,541.94,539.76,558.94,558.76,110591300,451487891,16.34,0.030124
000001.ZICN,XSHG,1/5/96,558.76,559.03,536.12,561.36,536.37,138637100,597184653,-22.39,-0.040071
000001.ZICN,XSHG,1/8/96,536.37,533.33,527.91,540.04,539.17,69620700,287291304,2.8,0.00522
